last_name|cited_name|artwork_genre|title|artist|creation_date|nationality|index|museum
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawing, floor plans, notes]|Poli and Cuteri Architects|1993|American|27337|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, floor plan]|Poli and Cuteri Architects|1993|American|27338|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plans, table (document)]|Poli and Cuteri Architects|1993|American|27339|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, reflected ceiling plans]|Poli and Cuteri Architects|1993|American|27340|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27341|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [exterior elevations]|Poli and Cuteri Architects|1993|American|27342|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [sections]|Poli and Cuteri Architects|1993|American|27343|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [sections]|Poli and Cuteri Architects|1993|American|27344|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [sections]|Poli and Cuteri Architects|1993|American|27345|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [interior elevations]|Poli and Cuteri Architects|1993|American|27346|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [interior elevations]|Poli and Cuteri Architects|1993|American|27347|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawing, interior elevations]|Poli and Cuteri Architects|1993|American|27348|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, sections]|Poli and Cuteri Architects|1993|American|27349|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, table (document)]|Poli and Cuteri Architects|1993|American|27350|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings, tables (documents)]|Poli and Cuteri Architects|1993|American|27351|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27352|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawings]|Poli and Cuteri Architects|1993|American|27353|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [notes, plumbing plans, table (document)]|Poli and Cuteri Architects|1993|American|27354|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [detail drawing, floor plan, plumbing drawing]|Poli and Cuteri Architects|1993|American|27355|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC drawings, HVAC plan]|Poli and Cuteri Architects|1993|American|27356|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC drawings, HVAC plans, notes]|Poli and Cuteri Architects|1993|American|27357|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC plans, tables (documents)]|Poli and Cuteri Architects|1993|American|27358|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [HVAC drawings]|Poli and Cuteri Architects|1993|American|27359|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawing, electrical plan]|Poli and Cuteri Architects|1993|American|27360|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, notes]|Poli and Cuteri Architects|1993|American|27361|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plan]|Poli and Cuteri Architects|1993|American|27362|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27363|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plan]|Poli and Cuteri Architects|1993|American|27364|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans, notes]|Poli and Cuteri Architects|1993|American|27365|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]|Poli and Cuteri Architects|1993|American|27366|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]|Poli and Cuteri Architects|1993|American|27367|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawing, electrical plans, notes]|Poli and Cuteri Architects|1993|American|27368|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]|Poli and Cuteri Architects|1993|American|27369|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical plans]|Poli and Cuteri Architects|1993|American|27370|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings]|Poli and Cuteri Architects|1993|American|27371|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, notes]|Poli and Cuteri Architects|1993|American|27372|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [electrical drawings, notes]|Poli and Cuteri Architects|1993|American|27373|Carnegie Museum of Art
Poli|Poli and Cuteri Architects|drawings and watercolors|School; John Minadeo Elementary School, Pittsburgh, PA; [floor plan]|Poli and Cuteri Architects|1992|American|27374|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27375|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27376|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27377|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27378|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27379|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27380|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27381|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]|Reid & Stuhldreher|c. 1989|undetermined|27382|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]|Reid & Stuhldreher|c. 1989|undetermined|27383|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]|Reid & Stuhldreher|c. 1989|undetermined|27384|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]|Reid & Stuhldreher|c. 1989|undetermined|27385|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]|Reid & Stuhldreher|c. 1989|undetermined|27386|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [floor plan]|Reid & Stuhldreher|c. 1989|undetermined|27387|Carnegie Museum of Art
Reid|Reid & Stuhldreher|prints|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [sectional perspective]|Reid & Stuhldreher|c. 1989|undetermined|27388|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [exterior elevation]|Reid & Stuhldreher|c. 1989|undetermined|27389|Carnegie Museum of Art
Reid|Reid & Stuhldreher|drawings and watercolors|Hospital; The R. Adams Cowley, M.D., Shock Trauma Center, Baltimore, MD; [site plan]|Reid & Stuhldreher|c. 1989|undetermined|27390|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, framing plans]|Margaret Ringel and Associates|1988|American|27391|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, framing plan]|Margaret Ringel and Associates|1988|American|27392|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, sections]|Margaret Ringel and Associates|1988|American|27393|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, interior elevations]|Margaret Ringel and Associates|1988|American|27394|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [elevations, interior elevations]|Margaret Ringel and Associates|1988|American|27395|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, interior elevations, plumbing drawings]|Margaret Ringel and Associates|1988|American|27396|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan, interior elevations]|Margaret Ringel and Associates|1988|American|27397|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, interior elevations]|Margaret Ringel and Associates|1988|American|27398|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings]|Margaret Ringel and Associates|1988|American|27399|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings]|Margaret Ringel and Associates|1988|American|27400|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [section, site plans, table (document)]|Margaret Ringel and Associates|1988|American|27401|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [table (document)]|Margaret Ringel and Associates|1988|American|27402|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings]|Margaret Ringel and Associates|1988|American|27403|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]|Margaret Ringel and Associates|1988|American|27404|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]|Margaret Ringel and Associates|1988|American|27405|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]|Margaret Ringel and Associates|1988|American|27406|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [plumbing drawing, utility plan]|Margaret Ringel and Associates|1988|American|27407|Carnegie Museum of Art
Margaret|Margaret Ringel and Associates|drawings and watercolors|House; Western Pennsylvania Farmhouse, PA; [detail drawings, floor plan]|Margaret Ringel and Associates|1988|American|27408|Carnegie Museum of Art
