last_name|cited_name|artwork_genre|title|artist|creation_date|nationality|index|museum
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Monday Morning (preliminary sketch) (recto); Sketches for House and Tree (verso)|Samuel Rosenberg|1935|American|15463|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Yoder Hotel|Samuel Rosenberg|c. 1930-1939|American|15464|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Atwood Street, Oakland|Samuel Rosenberg|c. 1930-1939|American|15465|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Study for Doorways (recto); Houses in Hill District, Pittsburgh (verso)|Samuel Rosenberg|1938|American|15466|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Fifth Avenue Carline (preliminary sketch)|Samuel Rosenberg|<blank>|American|15467|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Children Swimming (recto); Brown colored pencil sketch (verso)|Samuel Rosenberg|<blank>|American|15468|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Demolition, Pittsburgh (Oakland) (six preliminary sketches)|Samuel Rosenberg|1939|American|15469|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Fruit Market, Clark Street, Pittsburgh (preliminary sketch)|Samuel Rosenberg|1937|American|15470|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Sketches of Military  (two-sided)|Samuel Rosenberg|1934|American|15471|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|A Child (preliminary sketch)|Samuel Rosenberg|<blank>|American|15472|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Fruit Market (preliminary sketch)|Samuel Rosenberg|1938|American|15473|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|The Beginning (preliminary sketch, two-sided)|Samuel Rosenberg|1946|American|15474|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Demolition (preliminary sketch)|Samuel Rosenberg|1939|American|15475|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Joel (?)|Samuel Rosenberg|1966|American|15476|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|After Lunch - Murray and Libbie enroute to Yellowstone Park|Samuel Rosenberg|1938|American|15477|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Murray and Libbie|Samuel Rosenberg|1937|American|15478|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Profile of Man in Hat (recto); doodles (verso)|Samuel Rosenberg|<blank>|American|15479|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|prints|(man with baby)|Samuel Rosenberg|1926|American|15480|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|prints|(man with baby)|Samuel Rosenberg|1926|American|15481|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|prints|(man with baby)|Samuel Rosenberg|1926|American|15482|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|prints|(man with baby)|Samuel Rosenberg|1926|American|15483|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|prints|(man with baby)|Samuel Rosenberg|1926|American|15484|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|prints|(man with baby)|Samuel Rosenberg|1926|American|15485|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man by the Sea (preliminary figure sketches)|Samuel Rosenberg|1965|American|15488|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Head of a Man|Samuel Rosenberg|1915|American|15489|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Woman|Samuel Rosenberg|<blank>|American|15490|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Trees|Samuel Rosenberg|1934|American|15491|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Girl at Window|Samuel Rosenberg|c. 1950-1959|American|15492|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Dancer in Motion|Samuel Rosenberg|c. 1950-1959|American|15493|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Dance Movements in Space|Samuel Rosenberg|c. 1950-1959|American|15494|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man Driving Pile for Circus Tent (Penn Avenue)|Samuel Rosenberg|1935|American|15495|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Back Lot Game (two-sided)|Samuel Rosenberg|1950|American|15496|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Vase Holding Flowers|Samuel Rosenberg|1971|American|15497|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|In the Garden at 2721|Samuel Rosenberg|1970|American|15498|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Lines and Dots Interrelated in Space|Samuel Rosenberg|1970|American|15499|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Growing Leaves #2 (recto); Continuous Line Drawing (verso)|Samuel Rosenberg|1970|American|15500|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figure with Infant|Samuel Rosenberg|<blank>|American|15501|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Growing Leaves #1|Samuel Rosenberg|1970|American|15502|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Bowl of Fruit|Samuel Rosenberg|1970|American|15503|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Leaf (geranium or begonia)|Samuel Rosenberg|1970|American|15504|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Study of Leaf Growth|Samuel Rosenberg|1969|American|15505|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Plant Growth in Ruins at Rebat, Morocco|Samuel Rosenberg|1965|American|15506|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Tree Trunk (detail), Sunset Isle, Maine|Samuel Rosenberg|1957|American|15507|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Study of Leaves|Samuel Rosenberg|1953|American|15508|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Pampas Grass (?) (recto); Continuous Line Drawing of Fig Leaves (?) (verso)|Samuel Rosenberg|1970|American|15509|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|A Tree at 2721|Samuel Rosenberg|1970|American|15510|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Leaves in Garden at 2721|Samuel Rosenberg|1970|American|15511|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Back of Man's Neck|Samuel Rosenberg|<blank>|American|15512|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Plant Growth in Garden at 2721|Samuel Rosenberg|1970|American|15513|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Leaf Growth at 2721|Samuel Rosenberg|1971|American|15514|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Plant Form|Samuel Rosenberg|1968|American|15515|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Still Life|Samuel Rosenberg|1968|American|15516|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Leaf Forms at 2721|Samuel Rosenberg|1970|American|15517|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|In the Garden at 2721|Samuel Rosenberg|1970|American|15518|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Flowers|Samuel Rosenberg|1970|American|15519|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Woman Standing with Folded Arms (Lake Stinson?) (recto); People in Hill District (verso)|Samuel Rosenberg|1937|American|15520|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figure Sketches|Samuel Rosenberg|1942|American|15521|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figures|Samuel Rosenberg|1935|American|15522|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man Sitting on Fence|Samuel Rosenberg|<blank>|American|15523|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|face|Samuel Rosenberg|<blank>|American|15524|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figure Sketches|Samuel Rosenberg|1932|American|15525|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Heads  (two-sided)|Samuel Rosenberg|1932|American|15526|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Four Men (two-sided)|Samuel Rosenberg|1932|American|15527|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Women and Children|Samuel Rosenberg|1932|American|15528|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Fisherman in Overalls (back view), Gloucester|Samuel Rosenberg|1930s|American|15529|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Two Female Figures|Samuel Rosenberg|1952|American|15530|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Two Men Carrying Wood Panels|Samuel Rosenberg|c. 1930-1939|American|15531|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Young Man|Samuel Rosenberg|1957|American|15532|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Head of a Woman|Samuel Rosenberg|1915|American|15533|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Woman Seated in Chair (recto); Figure Sketches (verso)|Samuel Rosenberg|1960|American|15534|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|People on Beach|Samuel Rosenberg|1934|American|15535|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Two Women on Beach (Gloucester?)|Samuel Rosenberg|c. 1940|American|15536|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figures on Beach (recto); Boy at Table (verso)|Samuel Rosenberg|1940|American|15537|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Two Male Figures (Dutchess County Fair - Auction at Signal, Ohio?)|Samuel Rosenberg|1930|American|15538|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Back of Woman on Bench (Gloucester Street?)|Samuel Rosenberg|c. 1940|American|15539|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Artist's Left Hand|Samuel Rosenberg|1972|American|15540|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Two Men (Duchess County Fair, Signal, Ohio?)|Samuel Rosenberg|1930|American|15541|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Seated Woman Under Tree at 2721 (recto); Seated Girl (verso)|Samuel Rosenberg|1952|American|15542|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figure Reading in Bed|Samuel Rosenberg|c. 1970|American|15543|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Study of Plant (Begonia?)|Samuel Rosenberg|1966|American|15544|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Rest (detail of woman nursing baby)|Samuel Rosenberg|1939|American|15545|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Writing Hands with Notes|Samuel Rosenberg|<blank>|American|15546|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Gloucester Fisherman|Samuel Rosenberg|1935|American|15547|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Reclining Man|Samuel Rosenberg|<blank>|American|15548|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man with Suit and Hat (recto); notes (verso)|Samuel Rosenberg|1938|American|15549|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Two Children in Door Frame|Samuel Rosenberg|<blank>|American|15550|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figure and Head (recto); Sketch (verso)|Samuel Rosenberg|<blank>|American|15551|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Girl with Curly Hair|Samuel Rosenberg|<blank>|American|15552|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man, Woman, and Child|Samuel Rosenberg|<blank>|American|15553|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man with Hat and Thumbnail Sketch|Samuel Rosenberg|<blank>|American|15554|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|portrait|Samuel Rosenberg|<blank>|American|15555|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Thumbnail Sketch (recto); doodles (verso)|Samuel Rosenberg|<blank>|American|15556|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Painter with Umbrella|Samuel Rosenberg|<blank>|American|15557|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Face|Samuel Rosenberg|<blank>|American|15558|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Female Figure|Samuel Rosenberg|<blank>|American|15559|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Musicians|Samuel Rosenberg|<blank>|American|15560|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Female Figures (recto); pencil females (verso)|Samuel Rosenberg|<blank>|American|15561|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man and Woman Eating|Samuel Rosenberg|<blank>|American|15562|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Abstract Face|Samuel Rosenberg|<blank>|American|15563|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Side View of Figure (recto); pencil drawing of woman (verso)|Samuel Rosenberg|<blank>|American|15564|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Woman|Samuel Rosenberg|<blank>|American|15565|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|girl|Samuel Rosenberg|<blank>|American|15566|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man and Landscape|Samuel Rosenberg|<blank>|American|15567|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Heads|Samuel Rosenberg|<blank>|American|15568|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Thumbnail with 3 Figures|Samuel Rosenberg|<blank>|American|15569|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Male and Female Heads (recto); pencil sketch of head (verso)|Samuel Rosenberg|<blank>|American|15570|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|2 Heads (recto); Thumbnails (verso)|Samuel Rosenberg|<blank>|American|15571|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Sketch for Wailing Women (recto); pencil sketch (verso)|Samuel Rosenberg|<blank>|American|15572|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Abstract Figure|Samuel Rosenberg|<blank>|American|15573|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|3 Abstract Heads (recto); colored sketch (verso)|Samuel Rosenberg|<blank>|American|15574|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Tribal Figure(?) (recto); abstract sketch (verso)|Samuel Rosenberg|<blank>|American|15575|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Tribal Head|Samuel Rosenberg|<blank>|American|15576|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|2 Children and Bent Figure|Samuel Rosenberg|<blank>|American|15577|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Tribal Head|Samuel Rosenberg|<blank>|American|15578|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Head|Samuel Rosenberg|<blank>|American|15579|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Portrait|Samuel Rosenberg|<blank>|American|15580|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Man and Landscape Grid|Samuel Rosenberg|<blank>|American|15581|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Street Scene with Figure|Samuel Rosenberg|<blank>|American|15582|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Street Scene with People|Samuel Rosenberg|<blank>|American|15583|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Thumbnails of Tree-Lined Street and Huddling Figures|Samuel Rosenberg|<blank>|American|15584|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Woman in Front of Window|Samuel Rosenberg|<blank>|American|15585|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Woman in Archway, Mexico|Samuel Rosenberg|<blank>|American|15586|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|Figures by the Dock|Samuel Rosenberg|<blank>|American|15587|Carnegie Museum of Art
Rosenberg|Rosenberg, Samuel|drawings and watercolors|2 Boys|Samuel Rosenberg|<blank>|American|15588|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Study for a Boy's Head with Outstretched Arm|Andy Warhol|1949|American|15589|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Study for a Hand I|Andy Warhol|1949|American|15590|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Study for a Hand II|Andy Warhol|1949|American|15591|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Study for a Pair of Folded Hands|Andy Warhol|1949|American|15592|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Study for a Boy with Hands on Shoulder|Andy Warhol|1949|American|15593|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Study for a Pair of Hands|Andy Warhol|1949|American|15594|Carnegie Museum of Art
Warhol|Warhol, Andy|drawings and watercolors|Seated Female Nude|Andy Warhol|1949|American|15595|Carnegie Museum of Art
Frilli|Frilli, Antonio|sculpture|"Copy of Canova's ""Dancer with hands on hips"" of 1805-12"|Antonio Frilli|c. 1860|Italian|15596|Carnegie Museum of Art
Pierluca|Pierluca|sculpture|Dub 28 Les Agresseurs|Pierluca|1968|Italian|15597|Carnegie Museum of Art
Chagall|Chagall, Marc|prints|The Lovers Heaven|Marc Chagall|1964|Russian|15599|Carnegie Museum of Art
Dioda|Dioda, Adolph|sculpture|Mountain Sheep|Adolph Dioda|1947-1948|American|15600|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Napoli da Capodimonte|unknown Italian|c. 1850|Italian|15601|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Grotta del Cane|unknown Italian|c. 1850|Italian|15602|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Napoli da Possilipo|unknown Italian|c. 1850|Italian|15603|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Napoli da Mare|unknown Italian|c. 1850|Italian|15604|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Untitled (view of Capodimonte)|unknown Italian|c. 1850|Italian|15605|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Veduta di Castellammare|unknown Italian|c. 1850|Italian|15606|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Villa Re a Napoli|unknown Italian|c. 1850|Italian|15607|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Napoli da Posilipo|unknown Italian|c. 1850|Italian|15608|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Eruzione del 1839|unknown Italian|c. 1850|Italian|15609|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Grotta Blu a Capri|unknown Italian|c. 1850|Italian|15610|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Napoli dal Campo|unknown Italian|c. 1850|Italian|15611|Carnegie Museum of Art
unknown|unknown Italian|drawings and watercolors|Napoli da Mare|unknown Italian|c. 1850|Italian|15612|Carnegie Museum of Art
Sutton|Sutton, Rachel M.|paintings|Monongahela Steel Mills|Rachel Sutton|1941|American|15613|Carnegie Museum of Art
Sutton|Sutton, Rachel M.|paintings|Across the Street|Rachel Sutton|c. 1938|American|15614|Carnegie Museum of Art
Sutton|Sutton, Rachel M.|paintings|Hill House with Figures|Rachel Sutton|1937|American|15615|Carnegie Museum of Art
unknown|unknown Tibetan|paintings|Thanka|unknown Tibetan|17th-19th century|Tibetan|15681|Carnegie Museum of Art
Callot|Callot, Jacques|prints|The Martyrs of Japan|Jacques Callot|c. 1627|French|15682|Carnegie Museum of Art
Corot|Corot, Jean B.|prints|Dante et Virgile|Jean-Baptiste Camille Corot|1858|French|15683|Carnegie Museum of Art
Antes|Antes, Horst|drawings and watercolors|Large Head|Horst Antes|1973|German|15687|Carnegie Museum of Art
Chéret|Chéret, Jules|prints|Palais de Glace, Champs Elysees|Jules Chéret|c. 1890|French|15688|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Seki|Hiroshige Andō|c. 1833-1834|Japanese|15689|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Tsuchiyama|Hiroshige Andō|c. 1833-1834|Japanese|15690|Carnegie Museum of Art
unknown|unknown Japanese|prints|The Buddhist Deity Cundi|unknown Japanese|c. 1800|Japanese|15691|Carnegie Museum of Art
Katsukawa|Katsukawa Shunshô|prints|Horikawa Night Attack|Katsukawa Shunshô|c. 1770|Japanese|15692|Carnegie Museum of Art
Shun'ei|Shun'ei Katsukawa|prints|The Sumo Wrestlers Raiden and Sadogatake|Shun'ei Katsukawa|1803|Japanese|15693|Carnegie Museum of Art
Katsushika|Katsushika Hokusai|prints|The poet Bun 'ya no Asayasu (Fumiya no Asayasu)|Katsushika Hokusai|c. 1835|Japanese|15694|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Kambara|Hiroshige Andō|c. 1833-1834|Japanese|15695|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Mitsuke|Hiroshige Andō|c. 1833-1834|Japanese|15696|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Goyu|Hiroshige Andō|c. 1833-1834|Japanese|15697|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Shono|Hiroshige Andō|c. 1833-1834|Japanese|15698|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Kameyama|Hiroshige Andō|c. 1833-1834|Japanese|15699|Carnegie Museum of Art
Exster|Exster, Aleksandra|paintings|Untitled|Aleksandra Aleksandrovna Exster|c. 1928|Russian|15700|Carnegie Museum of Art
Tobey|Tobey, Mark|prints|Mandarin and Flowers|Mark Tobey|1973|American|15701|Carnegie Museum of Art
Tobey|Tobey, Mark|prints|Ritual|Mark Tobey|1973|American|15702|Carnegie Museum of Art
Tobey|Tobey, Mark|prints|Black by Yellow|Mark Tobey|1973|American|15703|Carnegie Museum of Art
Tobey|Tobey, Mark|prints|Clarte I|Mark Tobey|1973|American|15704|Carnegie Museum of Art
Soyer|Soyer, Moses|paintings|Intimate Concert|Moses Soyer|1969|American|15705|Carnegie Museum of Art
Dalí|Dalí, Salvador|prints|Return O Virgin of Israel|Salvador Dalí|1967|Spanish|15706|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Nude|Alberto Giacometti|1966|Swiss|15707|Carnegie Museum of Art
Chagall|Chagall, Marc|prints|The Revolution|Marc Chagall|1962-1963|Russian|15708|Carnegie Museum of Art
Segal|Segal, George|prints|Nude in Forest|George Segal|1975|American|15709|Carnegie Museum of Art
Jenkins|Jenkins, Paul|prints|Composition in Color|Paul Jenkins|1975|American|15710|Carnegie Museum of Art
Graham|Graham, Robert A.|paintings|Artist's Home-Denver|Robert Alexander Graham|1921|American|15711|Carnegie Museum of Art
Calder|Calder, Alexander|prints|Quilt|Alexander Calder|1966|American|15727|Carnegie Museum of Art
Stella|Stella, Frank|prints|Eskimo Curlew|Frank Stella|1977|American|15728|Carnegie Museum of Art
Callot|Callot, Jacques|prints|The Three Italian Comedians: Pantalone (Lieure 288)|Jacques Callot|c. 1618-1620|French|15729|Carnegie Museum of Art
Callot|Callot, Jacques|prints|The Three Italian Comedians: The Captain|Jacques Callot|c. 1618-1620|French|15730|Carnegie Museum of Art
Callot|Callot, Jacques|prints|The Three Italian Comedians: Zanni (Lieure 290) Only State|Jacques Callot|c. 1618-1620|French|15731|Carnegie Museum of Art
Rauschenberg|Rauschenberg, Robert|prints|Goat Chow|Robert Rauschenberg|1977|American|15732|Carnegie Museum of Art
Rauschenberg|Rauschenberg, Robert|prints|Mink Chow|Robert Rauschenberg|1977|American|15733|Carnegie Museum of Art
Rauschenberg|Rauschenberg, Robert|prints|Monkey Chow|Robert Rauschenberg|1977|American|15734|Carnegie Museum of Art
Rauschenberg|Rauschenberg, Robert|prints|Hog Chow|Robert Rauschenberg|1977|American|15735|Carnegie Museum of Art
Rauschenberg|Rauschenberg, Robert|prints|Rabbit Chow|Robert Rauschenberg|1977|American|15736|Carnegie Museum of Art
Rauschenberg|Rauschenberg, Robert|prints|Calf Chow|Robert Rauschenberg|1977|American|15737|Carnegie Museum of Art
Dubuffet|Dubuffet, Jean|drawings and watercolors|Villes et Route|Jean Dubuffet|1949|French|15738|Carnegie Museum of Art
Gorson|Gorson, Aaron H.|paintings|Lower Allegheny|Aaron Henry Gorson|1909|American|15739|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|paintings|Bird's-Eye View|Pierre Alechinsky|1970-1972|Belgian|15741|Carnegie Museum of Art
Tack|Tack, Augustus V.|paintings|Spirit of the Hills|Augustus Vincent Tack|c. 1925-1928|American|15742|Carnegie Museum of Art
Zandhuis|Zandhuis, Jan|sculpture|Untitled|Jan Zandhuis|<blank>|American|15743|Carnegie Museum of Art
Pierucci|Pierucci, Louise H.|sculpture|Paper Ribs III|Louise Holeman Pierucci|c. 1978|American|15744|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|prints|Marin Haute|Pierre Alechinsky|1977|Belgian|15745|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|prints|Marin Basse|Pierre Alechinsky|1977|Belgian|15746|Carnegie Museum of Art
Hoppner|Hoppner, John|paintings|The Right Honorable William Pitt, the younger|John Hoppner|c. 1805-1810|British|15748|Carnegie Museum of Art
Ting|Ting, Walasse|paintings|Winds Sing Song|Walasse Ting|1972|Chinese|15749|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|drawings and watercolors|Source D'Information|Pierre Alechinsky|1964|Belgian|15835|Carnegie Museum of Art
Wille|Wille, Johann G.|prints|Portrait of Abel François Poisson, Marquis de Marigny|Johann Georg Wille|1761|French|15836|Carnegie Museum of Art
