last_name,cited_name,classification,title,full_name,creation_date,nationality,index
Sekino,Sekino Jun-ichirô,prints,My Ear is a Seashell,Sekino Jun-ichirô,1948,Japanese,21347
Sekino,Sekino Jun-ichirô,prints,Night in Montmartre,Sekino Jun-ichirô,1959,Japanese,21348
Sekino,Sekino Jun-ichirô,prints,Pennsylvania,Sekino Jun-ichirô,1971,Japanese,21349
Sekino,Sekino Jun-ichirô,prints,Portrait of Nakamura Kichiemon (Nakamura Kichiemon zô),Sekino Jun-ichirô,1947,Japanese,21350
Sekino,Sekino Jun-ichirô,prints,Portrait of Munakata Shikô,Sekino Jun-ichirô,1968,Japanese,21351
Sengyo,Sengyo (Priest),drawings and watercolors,Dai Tengu,Sengyo (Priest),17th-19th century,Japanese,21352
Toho,Toho Senri,prints,Untitled (Composition in Roundel Surrounded by Calligraphy),Toho Senri,,Japanese,21353
Komura,Komura Settai,prints,Woman in Palanquin Passing by a Lotus Pond,Komura Settai,1949,Japanese,21354
Harunobu,Harunobu Suzuki,prints,The Torn Umbrella,Harunobu Suzuki,1760-1765,Japanese,21355
Sharaku,Sharaku Tôshûsai,prints,The Actors Segawa Kikunojô III as the Courtesan Katsuraki and Sawamura Sôjurô III as Nagoya Sanza,Sharaku Tôshûsai,1794,Japanese,21356
Shigemasa,Shigemasa Kitao,prints,"Aouma No Sechiye Festival, from the Series ""Otoko-Dota""",Shigemasa Kitao,1798,Japanese,21357
Shigemasa,Shigemasa Kitao,prints,Child with Mask,Shigemasa Kitao,c. 1785,Japanese,21358
Shigemasa,Shigemasa Kitao,prints,Unraveling Silkworm Cocoons,Shigemasa Kitao,1786,Japanese,21359
Shigenaga,Shigenaga  Nishimura,prints,A Beauty,Shigenaga  Nishimura,c. 1725,Japanese,21360
Shigenobu,Shigenobu Yanagawa,prints,Two Beauties,Shigenobu Yanagawa,c. 1820,Japanese,21361
Shigenobu,Shigenobu Yanagawa,prints,Two Beauties,Shigenobu Yanagawa,c. 1820,Japanese,21362
Chôki,Chôki Eishôsai,prints,Evening Bell for Kumenosuke,Chôki Eishôsai,c. 1800,Japanese,21363
Shima,Shima Tamami,prints,Wall (Heki),Shima Tamami,1959,Japanese,21364
Shima,Shima Tamami,prints,"A Practice Project in Sketch No. 1 (Suketchi niwa shûsaku no. 1"")",Shima Tamami,1962,Japanese,21365
Shimizu,Shimizu Kôichi,prints,The Ocean by Sotobo (Sotobô taikai),Shimizu Kôichi,April 1939,Japanese,21366
Hasegawa,Hasegawa Kiyoshi,prints,Graminiae in a Glass (Graminees dans un Verre),Hasegawa Kiyoshi,1961,Japanese,21367
Shimizu,Shimizu Kôichi,prints,Untitled (Street in a Small Town),Shimizu Kôichi,not dated,Japanese,21368
Shimizu,Shimizu Kôichi,prints,Untitled (Bridge and Street),Shimizu Kôichi,not dated,Japanese,21369
Shimizu,Shimizu Kôichi,prints,Untitled (Large Domed Building),Shimizu Kôichi,not dated,Japanese,21370
Shimozawa,Shimozawa Kihachirô,prints,Ikarigaseki,Shimozawa Kihachirô,1949,Japanese,21371
Shimozawa,Shimozawa Kihachirô,prints,Rakanbutsu,Shimozawa Kihachirô,1960,Japanese,21372
Shinagawa,Shinagawa Takumi,prints,Carnival in the Sky (1) (Aki no kaanibaaru 1),Shinagawa Takumi,not dated,Japanese,21373
Shinagawa,Shinagawa Takumi,prints,Denizen of the Lake Depths,Shinagawa Takumi,c. 1957,Japanese,21374
Shinagawa,Shinagawa Takumi,prints,Legend (Densetsu),Shinagawa Takumi,1960,Japanese,21375
Shinagawa,Shinagawa Takumi,prints,Untitled (Abstract),Shinagawa Takumi,1958,Japanese,21376
Shinagawa,Shinagawa Takumi,prints,Spring Wind,Shinagawa Takumi,not dated,Japanese,21377
Hashiguchi,Hashiguchi Goyô,prints,Mount Ibuki in Snow,Hashiguchi Goyô,1920,Japanese,21378
Shinagawa,Shinagawa Takumi,prints,Actor (Haiyû),Shinagawa Takumi,1953,Japanese,21379
Shinoda,Shinoda Toko,prints,Breeze B,Shinoda Toko,1970,Japanese,21380
Shinsai,Shinsai Katsushika (Hokusai),prints,Drum with Flowers,Shinsai Katsushika (Hokusai),c. 1810,Japanese,21381
Shinsai,Shinsai Ryûryûkyo,prints,Interior of the Kobi Tea House in Edo,Shinsai Ryûryûkyo,c. 1810,Japanese,21382
Ikeda,Ikeda Shoichi (Yoson),prints,Building,Ikeda Shoichi (Yoson),not dated,Japanese,21383
Katsukawa,Katsukawa Shunchô,prints,Women Celebrating Boy's Day,Katsukawa Shunchô,c. 1790,Japanese,21384
Katsukawa,Katsukawa Shunshô,prints,Women Visiting the Jûnisô Shrine at Tsunohazu,Katsukawa Shunshô,c. 1790,Japanese,21385
Shun'ei,Shun'ei Katsukawa,prints,Curio Vendor and Housewives,Shun'ei Katsukawa,c. 1804-1815,Japanese,21386
Shun'ei,Shun'ei Katsukawa,prints,Yoshitsune and Benkei,Shun'ei Katsukawa,,Japanese,21387
Shun'ei,Shun'ei Katsukawa,prints,Benefit Sumô Wrestling Tournament,Shun'ei Katsukawa,1794,Japanese,21388
Hashiguchi,Hashiguchi Goyô,prints,Woman Looking at Fabric,Hashiguchi Goyô,1920,Japanese,21389
Shun'ei,Shun'ei Katsukawa,prints,Warrior Killing a Boar,Shun'ei Katsukawa,,Japanese,21390
Shun'ei,Shun'ei Katsukawa,prints,Act V: Sadakuro Robbing Yoichibei,Shun'ei Katsukawa,c. 1790,Japanese,21391
Shun'ei,Shun'ei Katsukawa,prints,Bust Portrait of the Actor Arashi Ryûzô II,Shun'ei Katsukawa,c. 1795,Japanese,21392
Shun'ei,Shun'ei Katsukawa,prints,The Actor Otani Hiroji III,Shun'ei Katsukawa,c. 1785,Japanese,21393
Shun'ei,Shun'ei Katsukawa,prints,The Actors Ichikawa Komazo II and Onoe Matsusuke,Shun'ei Katsukawa,c. late 1780s,Japanese,21394
Shun'ei,Shun'ei Katsukawa,prints,Benefit Sumô Wrestling Tournament,Shun'ei Katsukawa,c. 1800,Japanese,21395
Shun'ei,Shun'ei Katsukawa,prints,"Act 10 from ""The Chûshingura Drama""",Shun'ei Katsukawa,c. 1795,Japanese,21396
Shunkô,Shunkô Katsukawa,prints,Untitled (Actor),Shunkô Katsukawa,,Japanese,21397
Shunkô,Shunkô Katsukawa,prints,The Actor Ichimura Uzaemon IX as  Soga Gorô the Arrow Maker (Ya no ne),Shunkô Katsukawa,c. 1782-1783,Japanese,21398
Shunkô,Shunkô Katsukawa,prints,The Actor Nakamura Denkuro II,Shunkô Katsukawa,c. 1775,Japanese,21399
Hashiguchi,Hashiguchi Goyô,drawings and watercolors,Drawing for Mount Ibuki in Snow,Hashiguchi Goyô,1920,Japanese,21400
Shunkô,Shunkô Katsukawa,prints,The Actor Sawamura Sojuro III as a Buddhist Pilgrim,Shunkô Katsukawa,c. 1775,Japanese,21401
Shunkô,Shunkô Katsukawa,prints,The Actors Ichikawa Danjuro V and Iwai Hanshiro IV,Shunkô Katsukawa,c. 1775,Japanese,21402
Kubo,Kubo Shumman,prints,Entertainment at the Shikian Restaurant,Kubo Shumman,c. 1787-1788,Japanese,21403
Shusen,Shusen,prints,Untitled,Shusen,c. 1790,Japanese,21404
Shunsen,Shunsen Riunsai,prints,Figures in the Snow,Shunsen Riunsai,c. 1805,Japanese,21405
Shunsen,Shunsen Katsukawa,prints,"Act 10: Gihei Standing on the Chest, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21406
Shunsen,Shunsen Katsukawa,prints,"Act 11: Attack on Moronao's Castle, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21407
Shunsen,Shunsen Katsukawa,prints,"Act 1: Moranao Detaining Lady Kawoyo, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21408
Shunsen,Shunsen Katsukawa,prints,"Act 2: Honzo Cutting a Pine Branch, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21409
Shunsen,Shunsen Katsukawa,prints,"Act 3: Scene on a Bridge over the Moat of Kamakura Castle, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21410
Shunsen,Shunsen Katsukawa,prints,"Act 4: Untitled, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21411
Shunsen,Shunsen Katsukawa,prints,"Act 5: Sadakuro Seizing Yoschibei, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21412
Shunsen,Shunsen Katsukawa,prints,"Act 6: The Tea House Proprietor Claiming Okaru, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21413
Shunsen,Shunsen Katsukawa,prints,"Act 7: Yagoro and Goyemon Arrive at the Tea House, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21414
Shunsen,Shunsen Katsukawa,prints,"Act 8: the Bridal Journey, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21415
Shunsen,Shunsen Katsukawa,prints,"Act 9: Rikiya Attacking Honzo, from the Series ""Ukiye Chushingura""",Shunsen Katsukawa,c. 1790,Japanese,21416
Shunsen,Shunsen Katsukawa,prints,Nihon-Bashi no Bosetsu,Shunsen Katsukawa,,Japanese,21417
Shunsen,Shunsen Katsukawa,prints,"Untitled (Landscape in a Roundel Surrounded by Calligraphy), from the Series ""Toto Hakkei No Bansho""",Shunsen Katsukawa,after 1812,Japanese,21418
Natori,Natori Shunsen,prints,Soganoya Gorô and Soganoya Choroku in the play Hizakurige,Natori Shunsen,1927,Japanese,21419
Katsukawa,Katsukawa Shunshô,prints,Yakusha Kuni no Hana (Actor Print),Katsukawa Shunshô,1772,Japanese,21420
Hashiguchi,Hashiguchi Goyô,drawings and watercolors,Duckling (...kokamo),Hashiguchi Goyô,1910,Japanese,21421
Katsukawa,Katsukawa Shunshô,prints,"Couple by a Well, from Ise Monogatari (Tale of Ise)",Katsukawa Shunshô,c. 1770-1775,Japanese,21422
Katsukawa,Katsukawa Shunshô,prints,The Actor Bandô Mitsugorô as Soga no Jûrô,Katsukawa Shunshô,c. 1775-1780,Japanese,21423
Katsukawa,Katsukawa Shunshô,prints,The Actor Ichikawa Danjuro V as a Buddhist Pilgrim,Katsukawa Shunshô,c. 1770,Japanese,21424
Katsukawa,Katsukawa Shunshô,prints,The Actor Ichikawa Monotsuke II,Katsukawa Shunshô,c. 1775,Japanese,21425
Katsukawa,Katsukawa Shunshô,prints,The Actor Otani Hiroji III,Katsukawa Shunshô,c. 1780,Japanese,21426
Katsukawa,Katsukawa Shunshô,prints,Benefit Sumo Tournament,Katsukawa Shunshô,c. 1785,Japanese,21427
Katsukawa,Katsukawa Shunshô,prints,"Act 3, from ""The Chûshingura Drama""",Katsukawa Shunshô,c. 1780,Japanese,21428
Katsukawa,Katsukawa Shunshô,prints,Four Actors in the Carriage-Stopping Scene from the Sugawara Tragedy,Katsukawa Shunshô,c. 1780,Japanese,21429
Katsukawa,Katsukawa Shunshô,prints,Garden Scene,Katsukawa Shunshô,c. 1770,Japanese,21430
Katsukawa,Katsukawa Shunshô,prints,"A Fabric Merchant, plate 12 from The Cultivation of Silkworms [album?]",Katsukawa Shunshô,c. 1770-1780,Japanese,21431
Hashiguchi,Hashiguchi Goyô,prints,Girl with Lipstick,Hashiguchi Goyô,1920,Japanese,21432
Shuntei,Shuntei Katsukawa,prints,"Returning Geese at Katada, from the Series ""Omi Hakkei""",Shuntei Katsukawa,,Japanese,21433
Shuntei,Shuntei Katsukawa,prints,Battle of Ichi-No-Tani,Shuntei Katsukawa,,Japanese,21434
Shuntei,Shuntei Katsukawa,prints,Untitled (Actor Print Showing Ichikawa Danjuro V and Kataoka Nizaemon in Male Roles and Iwai Hanshiro IV and Ishikawa Yaozo III in Female Roles),Shuntei Katsukawa,,Japanese,21435
Shuntei,Shuntei Katsukawa,prints,Untitled (Checkerboard with Sumo Wrestler on Each Square; Probably a Game Board),Shuntei Katsukawa,,Japanese,21436
Shuntei,Shuntei Katsukawa,prints,"No. 1 Act 9: Go Tai Hei Ki Shirashi Banashi, from the Series ""Joruri Kyogen""",Shuntei Katsukawa,c. 1806,Japanese,21437
Shuntei,Shuntei Katsukawa,prints,"No. 2 Kompira Rishoki (Story of Grace Received from Kompira Shrine), from the Series ""Joruri Kyogen""",Shuntei Katsukawa,c. 1806,Japanese,21438
Shuntei,Shuntei Katsukawa,prints,Act 8,Shuntei Katsukawa,c. 1810,Japanese,21439
Shunzan,Shunzan Katsukawa,prints,Niwaka Festival,Shunzan Katsukawa,c. 1795,Japanese,21440
Sora,Sora Mitsuaki,prints,Waltz (Warutsu),Sora Mitsuaki,1974,Japanese,21441
Sori,Sori III Tawaraya,prints,Shokunin Sanjuroku Ban,Sori III Tawaraya,18th-19th century,Japanese,21442
Sugakudo,Sugakudo Nakayama,prints,"No. 5 Untitled (Bird and Flowers), from the Series ""Sho Utsushi Shijumachi Taka""",Sugakudo Nakayama,c. 1859,Japanese,21443
Hashiguchi,Hashiguchi Goyô,prints,Woman Dressing (Natsu Yasooi Musume Nagajuban),Hashiguchi Goyô,1920,Japanese,21444
Azechi,Azechi Umetaro,prints,Distant view on Takamatsu (Takamatsu enbô),Azechi Umetaro,June 1941,Japanese,21445
Shimozawa,Shimozawa Kihachirô,prints,Untitled (Vegetables),Shimozawa Kihachirô,1952,Japanese,21446
Sukenobu,Sukenobu Nishikawa,prints,"Pruning Chrysanthemums, from the Series ""Occupations of Women""",Sukenobu Nishikawa,,Japanese,21447
Sukenobu,Sukenobu Nishikawa,prints,(Courtesans; instructions for painting) Ehon Tokiwa gusa,Sukenobu Nishikawa,1755,Japanese,21448
Sukenobu,Sukenobu Nishikawa,prints,Girl Throwing a Ball,Sukenobu Nishikawa,c. 1685,Japanese,21449
Sukenobu,Sukenobu Nishikawa,prints,"Untitled, from the Series ""One-Hundred Occupations of Women""",Sukenobu Nishikawa,1723,Japanese,21450
Kawakami,Kawakami Sumio,prints,Pipes,Kawakami Sumio,not dated,Japanese,21451
Kawakami,Kawakami Sumio,prints,Still Life (Seibutsu),Kawakami Sumio,1925,Japanese,21452
Kawakami,Kawakami Sumio,prints,Sailor,Kawakami Sumio,c. 1920s,Japanese,21453
Kawakami,Kawakami Sumio,prints,Military Display,Kawakami Sumio,not dated,Japanese,21454
Kawakami,Kawakami Sumio,prints,Thistles,Kawakami Sumio,1933,Japanese,21455
Hashiguchi,Hashiguchi Goyô,prints,Hot Spring Inn (Onsen yado),Hashiguchi Goyô,1920,Japanese,21456
Kawakami,Kawakami Sumio,prints,Village,Kawakami Sumio,not dated,Japanese,21457
Kawakami,Kawakami Sumio,prints,Yokohama Station,Kawakami Sumio,not dated,Japanese,21458
Kawakami,Kawakami Sumio,prints,Shinkyo,Kawakami Sumio,1929,Japanese,21459
Kawakami,Kawakami Sumio,prints,Fish Market,Kawakami Sumio,1931,Japanese,21460
Kawakami,Kawakami Sumio,prints,Cloudy Day at Marunouchi (Marunouchi kumobi),Kawakami Sumio,1929-1932,Japanese,21461
Kawakami,Kawakami Sumio,prints,Azabu San-Rentai,Kawakami Sumio,March 1931,Japanese,21462
Kawakami,Kawakami Sumio,prints,Aoyama Cemetery,Kawakami Sumio,5/12/1929,Japanese,21463
Kawakami,Kawakami Sumio,prints, Ginza,Kawakami Sumio,8/7/1929,Japanese,21464
Kawakami,Kawakami Sumio,prints,Military Grand Parade,Kawakami Sumio,12/25/1929,Japanese,21465
Kawakami,Kawakami Sumio,prints,Inside the Department Store,Kawakami Sumio,4/2/1930,Japanese,21466
Kawakami,Kawakami Sumio,prints,"Okuma Memorial Hall, Waseda University",Kawakami Sumio,5/1/1930,Japanese,21467
Kawakami,Kawakami Sumio,prints,"Asakusa Park, Casino Follies",Kawakami Sumio,6/22/1930,Japanese,21468
Kawakami,Kawakami Sumio,prints,View of Marunouchi,Kawakami Sumio,8/30/1930,Japanese,21469
Kawakami,Kawakami Sumio,prints,"Chrysanthemum Show, Hibiya Park (Hibiya kôen kikka taikai)",Kawakami Sumio,12/28/1930,Japanese,21470
Kawakami,Kawakami Sumio,prints,Hamarikyu Park,Kawakami Sumio,12/1/1931,Japanese,21471
Kawakami,Kawakami Sumio,prints,"Shoso Magazine, (Shoso hanga cho ju-rensha) Album, Coming and Going in Civilization and Enlightenment (Bummei kaika orai)",Kawakami Sumio,1941,Japanese,21472
Suzuki,Suzuki Kanji,prints,Daybreak,Suzuki Kanji,not dated,Japanese,21473
Taito,Taito II Katsushika,prints,Carp Swimming in a Whirlpool,Taito II Katsushika,1853,Japanese,21474
Taito,Taito II Katsushika,prints,The Monkey Bridge in Koshu Province,Taito II Katsushika,1853,Japanese,21475
Tajima,Tajima Hiroyuki,prints,Red Window,Tajima Hiroyuki,1965,Japanese,21476
Tajima,Tajima Hiroyuki,prints,Ganu,Tajima Hiroyuki,1964,Japanese,21477
Azechi,Azechi Umetaro,prints,40 Islands of Tokahama (Tokahama Yonju Shima),Azechi Umetaro,1936,Japanese,21478
Hashiguchi,Hashiguchi Goyô,prints,Moon Over Kobe (Kobe no yoizuki),Hashiguchi Goyô,1920,Japanese,21479
Tajima,Tajima Hiroyuki,prints,Engrave the Stone,Tajima Hiroyuki,1970,Japanese,21480
Tajima,Tajima Hiroyuki,prints,Memories in Holidays,Tajima Hiroyuki,1967,Japanese,21481
Tajima,Tajima Hiroyuki,prints,View of Kitayama,Tajima Hiroyuki,1968,Japanese,21482
Tajima,Tajima Hiroyuki,prints,Boss and Apprentice,Tajima Hiroyuki,1971,Japanese,21483
Tajima,Tajima Hiroyuki,prints,Draw a Circle,Tajima Hiroyuki,1967,Japanese,21484
Takabe,Takabe Taeko,prints,Flying Butterfly (Hichô),Takabe Taeko,1984,Japanese,21485
Takagi,Takagi Shirô,prints,Vase and Fruit (Kabin to kudamono),Takagi Shirô,1965,Japanese,21486
Takagi,Takagi Shirô,prints,Holy Woman (Seijo),Takagi Shirô,1968,Japanese,21487
Takagi,Takagi Shirô,prints,A Sparrow`s Nest (Suzume no yado),Takagi Shirô,1968,Japanese,21488
Takahashi,Takahashi Rikio,prints,No. 24,Takahashi Rikio,1963,Japanese,21489
Azechi,Azechi Umetaro,prints,The Northwest Gate of Matsuyama Castle (Matsuyama-Jo Inui Mon),Azechi Umetaro,1936,Japanese,21490
Hashiguchi,Hashiguchi Goyô,prints,Yabakei,Hashiguchi Goyô,1918,Japanese,21491
Takahashi,Takahashi Shin'Ichi,prints,Main Street (Mein.sutoriito),Takahashi Shin'Ichi,1959,Japanese,21492
Itô,Itô Takashi,prints,Snow at Akabane (Akabane no yuki),Itô Takashi,1933,Japanese,21493
Itô,Itô Takashi,prints,Spring Snow at Kamikôchi (Kamikôchi shunsetsu),Itô Takashi,June 1932,Japanese,21494
Takei,Takei Gen,prints,Shinto and Buddhist Gods on Mt. Ontake,Takei Gen,no date,Japanese,21495
Takei,Takei Takeo,prints,Solitude (Kodoku),Takei Takeo,1962,Japanese,21496
Takei,Takei Takeo,prints,Untitled (Abstract),Takei Takeo,1954,Japanese,21497
Takei,Takei Takeo,prints,Circus Tightrope Walkers,Takei Takeo,1952,Japanese,21498
Kano,Kano Tomonobu,prints,"Mishima, from the Series ""Fifty-three Stations of the Tôkaidô""",Kano Tomonobu,,Japanese,21499
Tamura,Tamura Fumio,prints,Color of the Wind (Kaze no iro),Tamura Fumio,1985,Japanese,21500
Tanaka,Tanaka Ryôhei,prints,Harvest Season #1,Tanaka Ryôhei,1984,Japanese,21501
Azechi,Azechi Umetaro,prints,Uwajima Castle (Uwajimajô),Azechi Umetaro,1936,Japanese,21502
Hashiguchi,Hashiguchi Goyô,prints,Sanjô  Bridge in Kyôto (Kyôto Sanjô Ohashi),Hashiguchi Goyô,1920,Japanese,21503
Tanaka,Tanaka Ryôhei,prints,Veranda in Autumn,Tanaka Ryôhei,1985,Japanese,21504
Tanaka,Tanaka Ryôhei,prints,Straw-Thatched House No.4 (Warabuki no ie no.4),Tanaka Ryôhei,1968,Japanese,21505
Taninaka,Taninaka Yasunori,prints,Ancient Flower,Taninaka Yasunori,1936,Japanese,21506
Taninaka,Taninaka Yasunori,prints,Festival,Taninaka Yasunori,c. 1933-1934,Japanese,21507
Taninaka,Taninaka Yasunori,prints,Okawabata (Tokyo),Taninaka Yasunori,July 1940,Japanese,21508
Tobari,Tobari Kogan,prints,Tightrope Walkers,Tobari Kogan,c.1927,Japanese,21509
Kamei,Kamei Tobei,prints,Column of Torii at Heian Shrine (Heian jingû daikahyô),Kamei Tobei,c. 1935,Japanese,21510
Kamei,Kamei Tobei,prints,Snow Morning at the Golden Temple (Kinkakuji settan),Kamei Tobei,c. 1935,Japanese,21511
Toichi,Toichi (Bizan),prints,Sumida River in Cherry Blossom Time,Toichi (Bizan),c. 1840,Japanese,21512
unknown,unknown Japanese,prints,The Protection of Devotees of Amida Buddha by Various Gods,unknown Japanese,no date,Japanese,21513
Tokumoto,Tokumoto,prints,Amida Buddha,Tokumoto,18th century,Japanese,21514
Hashiguchi,Hashiguchi Goyô,prints,Woman Combing Her Hair (Kamisukeru onna),Hashiguchi Goyô,1920,Japanese,21515
Tokuriki,Tokuriki Tomikichirô,prints,Untitled (Buddha),Tokuriki Tomikichirô,not dated,Japanese,21516
Tokuriki,Tokuriki Tomikichirô,prints,Untitled (Religious Procession),Tokuriki Tomikichirô,not dated,Japanese,21517
Tokuriki,Tokuriki Tomikichirô,prints,Seated Buddha,Tokuriki Tomikichirô,1949,Japanese,21518
Tokuriki,Tokuriki Tomikichirô,prints,Untitled (Island),Tokuriki Tomikichirô,not dated,Japanese,21519
Tokuriki,Tokuriki Tomikichirô,prints,Loquat (Biwa),Tokuriki Tomikichirô,c. 1960s,Japanese,21520
Tokuriki,Tokuriki Tomikichirô,prints,Evening at Kamogawa in Kyoto (Kyôto Kamogawa no yoi),Tokuriki Tomikichirô,1949,Japanese,21521
Tokuriki,Tokuriki Tomikichirô,prints,USA Shrine (USA jingû),Tokuriki Tomikichirô,not dated,Japanese,21522
Tokuriki,Tokuriki Tomikichirô,prints,Rain at Nijubashi (Nijûbashi no jiame),Tokuriki Tomikichirô,1942,Japanese,21523
Tokuriki,Tokuriki Tomikichirô,prints,Yasukuni Shrine (Yasukuni jinja),Tokuriki Tomikichirô,1942,Japanese,21524
Tokuriki,Tokuriki Tomikichirô,prints,Morning at the Kannon Temple in Asakusa (Asakusa Kannondô no asa),Tokuriki Tomikichirô,1942,Japanese,21525
Tokuriki,Tokuriki Tomikichirô,prints,Kabuki Theater (Kabukiza),Tokuriki Tomikichirô,1942,Japanese,21526
Tokuriki,Tokuriki Tomikichirô,prints,Sumida River (Sumidagawa),Tokuriki Tomikichirô,1942,Japanese,21527
Tokuriki,Tokuriki Tomikichirô,prints,Kasumidaseki,Tokuriki Tomikichirô,1942,Japanese,21528
Tokuriki,Tokuriki Tomikichirô,prints,Nihonbashi,Tokuriki Tomikichirô,1942,Japanese,21529
Tokuriki,Tokuriki Tomikichirô,prints,Shinobazu Pond in Ueno Park (Ueno kôen Shinobazu ike),Tokuriki Tomikichirô,1942,Japanese,21530
Tokuriki,Tokuriki Tomikichirô,prints,Snowscape of the Kiyomizu Temple,Tokuriki Tomikichirô,1933-1934,Japanese,21531
Tokuriki,Tokuriki Tomikichirô,prints,Gion Festival (Gion kai),Tokuriki Tomikichirô,1933-1934,Japanese,21532
Hashiguchi,Hashiguchi Goyô,prints,Woman in a Summer Kimono  (Natsui no onna),Hashiguchi Goyô,1920,Japanese,21533
Tokuriki,Tokuriki Tomikichirô,prints,San-Jô Bridge in Kyoto,Tokuriki Tomikichirô,1954,Japanese,21534
Mizuno,Mizuno Toshikata,prints,Women from the Shôô Era Going to a Play,Mizuno Toshikata,1893,Japanese,21535
Toshinobu,Toshinobu Okumura,prints,Death of the Buddha (Edo),Toshinobu Okumura,c. 1720,Japanese,21536
Toshinobu,Toshinobu Okumura,prints,The Actors Sodezaki Miwano and Ogino Makinojô as Tora and Shôshô in a Soga Play,Toshinobu Okumura,c. 1726,Japanese,21537
Nakanishi,Nakanishi Yoshio,prints,Ice Skating,Nakanishi Yoshio,c. 1920 - 1940,Japanese,21538
Toyoharu,Toyoharu Utagawa,prints,Nihon-Bashi (Japan Bridge in Tokyo),Toyoharu Utagawa,,Japanese,21539
Toyoharu,Toyoharu Utagawa,prints,"The Legendary Heroes, Yoshitsune and Benkei",Toyoharu Utagawa,,Japanese,21540
Toyoharu,Toyoharu Utagawa,prints,Shinto Ceremony at Itsukushima,Toyoharu Utagawa,c. 1780,Japanese,21541
Toyoharu,Toyoharu Utagawa,prints,Treasure Ship with Seven Lucky Gods,Toyoharu Utagawa,c. 1775,Japanese,21542
Toyohiro,Toyohiro Utagawa,prints,Kambara,Toyohiro Utagawa,c. 1810,Japanese,21543
Toyohiro,Toyohiro Utagawa,prints, Okabe,Toyohiro Utagawa,c. 1810,Japanese,21544
Hashiguchi,Hashiguchi Goyô,prints,Woman Holding a Tray (Bon moteru onna),Hashiguchi Goyô,1920,Japanese,21545
Toyohiro,Toyohiro Utagawa,prints,Untitled (Landscape within Outline of a Fan with Poetry in Eccentric Script Surrounding),Toyohiro Utagawa,,Japanese,21546
